Molecule,Variability_CV,VirtualProfileId,ParameterSetId,PopulationIndividualId,Dose_mg_kg,AUC0_28d_ug_h_mL,Cmax_ug_mL,Lambda_z_1_h,AUCinf_ug_h_mL,Terminal_CL_L_day,Profile_type
Golimumab,0.3,1023,21,22,30,96065.18616049728,875.4067182540894,0.004446375827164962,100710.19582398576,0.044820325973980876,Sparse reduced-study candidate
Golimumab,0.3,1024,21,23,0.1,291.2855576982571,2.5082954205572605,0.004537783346144818,304.5281550875646,0.042451673673287116,Sparse reduced-study candidate
Golimumab,0.3,1024,21,23,1,2919.7734055250107,25.082849711179733,0.0044673371730699,3058.854526774973,0.04226330396213869,Sparse reduced-study candidate
Golimumab,0.3,1024,21,23,3,8731.11054233445,75.24714767932892,0.004460578688023144,9148.839838902217,0.04239137450784145,Sparse reduced-study candidate
Golimumab,0.3,1024,21,23,10,28747.177538105243,250.80549716949463,0.004455409248919279,30127.125453637913,0.04291059857004847,Sparse reduced-study candidate
Golimumab,0.3,1024,21,23,30,83244.82630774468,752.2122144699097,0.004446369842148057,87265.79941840854,0.0444425993353533,Sparse reduced-study candidate
Golimumab,0.3,1025,21,24,0.1,275.1182676281708,2.369633875787258,0.0045414682387236675,287.59279651257646,0.042466541497882856,Sparse reduced-study candidate
Golimumab,0.3,1025,21,24,1,2758.559747141737,23.696254938840866,0.004467872004389709,2889.915699397592,0.04226099546827384,Sparse reduced-study candidate
Golimumab,0.3,1025,21,24,3,8250.792190340913,71.0875153541565,0.004460825647779874,8645.478511373094,0.042379625644296925,Sparse reduced-study candidate
Golimumab,0.3,1025,21,24,10,27184.671978273665,236.94217801094055,0.004455703011038986,28489.36567162369,0.042868878052129154,Sparse reduced-study candidate
Golimumab,0.3,1025,21,24,30,78870.95075939354,710.6477737426758,0.004447066224943137,82678.73593068216,0.04431516020455227,Sparse reduced-study candidate
Golimumab,0.3,1026,21,25,0.1,249.33543062554028,2.148500271141529,0.004548237975668139,260.5861005776021,0.04249403673601833,Sparse reduced-study candidate
Golimumab,0.3,1026,21,25,1,2501.395969405769,21.48495241999626,0.00446885886712042,2620.429630648461,0.04225778552236923,Sparse reduced-study candidate
Golimumab,0.3,1026,21,25,3,7484.20841552048,64.4538402557373,0.004461265717849706,7842.12279636664,0.04236106326709456,Sparse reduced-study candidate
Golimumab,0.3,1026,21,25,10,24686.396712096168,214.83296155929565,0.004456186500250364,25870.817778535733,0.04280249439980066,Sparse reduced-study candidate
Golimumab,0.3,1026,21,25,30,71843.19644096745,644.3565845489502,0.004448189231100163,75308.90239320745,0.04411173836935045,Sparse reduced-study candidate
Golimumab,0.3,1027,21,26,0.1,210.44269846435125,1.8149143550544977,0.004561243793271634,219.85030552417206,0.04254741660035381,Sparse reduced-study candidate
Golimumab,0.3,1027,21,26,1,2113.306219210547,18.149134889245033,0.004470777635490322,2213.745832036578,0.0422544557892925,Sparse reduced-study candidate
Golimumab,0.3,1027,21,26,3,6326.432898965061,54.446688294410706,0.004462077378628468,6628.820841895697,0.042333603948377145,Sparse reduced-study candidate
Golimumab,0.3,1027,21,26,10,20902.6693619035,181.4797282218933,0.0044569630172943886,21905.05049166598,0.042702766389015503,Sparse reduced-study candidate
Golimumab,0.3,1027,21,26,30,61117.18258461209,544.3427324295044,0.00444991637916172,64061.87772965172,0.04380481592341331,Sparse reduced-study candidate
Golimumab,0.3,1028,21,27,0.1,242.2380428235314,2.087626839056611,0.0045503296473241505,253.15207123345314,0.04250257552370368,Sparse reduced-study candidate
Golimumab,0.3,1028,21,27,1,2430.5900484506083,20.87622508406639,0.0044691653830400985,2546.2311111417935,0.04225702442916493,Sparse reduced-study candidate
Golimumab,0.3,1028,21,27,3,7273.057372030552,62.62771636247635,0.004461398753118849,7620.844107305644,0.042355997085417055,Sparse reduced-study candidate
Golimumab,0.3,1028,21,27,10,23997.281631928305,208.74667167663574,0.004456323490041507,25148.537979853805,0.04278425662438609,Sparse reduced-study candidate
Golimumab,0.3,1028,21,27,30,69897.14528178977,626.1069059371948,0.004448501312772155,73268.22609529848,0.04405572074006695,Sparse reduced-study candidate
Golimumab,0.3,1029,21,28,0.1,310.5905028383642,2.67386706545949,0.004533845530520556,324.7507677820414,0.04243587148557562,Sparse reduced-study candidate
Golimumab,0.3,1029,21,28,1,3112.232492686193,26.738539338111877,0.004466766970916167,3260.536445950171,0.042266302109758194,Sparse reduced-study candidate
Golimumab,0.3,1029,21,28,3,9304.273210545127,80.2140086889267,0.004460307008321632,9749.502508658059,0.04240549248806001,Sparse reduced-study candidate
