Molecule,Dose_mg_kg,AUC0_28d_ug_h_mL,Cmax_ug_mL,Lambda_z_1_h,AUCinf_ug_h_mL,Terminal_CL_L_day,BodyWeight_kg,Profile_type
Golimumab,0.1,226.79338272928078,2.594721782952547,0.006109068223850045,230.42210511629736,0.0580520345183406,5.57353,Rich typical-subject true model
Golimumab,1,2268.5349790378127,25.94703733921051,0.005917553553808829,2307.3305105140694,0.05797380106164221,5.57353,Rich typical-subject true model
Golimumab,3,6778.6155884593645,77.83918082714081,0.005899356935287869,6895.31910443952,0.058198054929992804,5.57353,Rich typical-subject true model
Golimumab,10,22272.240725090618,259.43899154663086,0.0058919841193463595,22657.50321532196,0.05903771423037585,5.57353,Rich typical-subject true model
Golimumab,30,64183.414932741434,778.0452489852905,0.005888037858539974,65302.71087587483,0.06145137845238405,5.57353,Rich typical-subject true model
