Molecule,Variability_CV,Replicate,Design,N_per_group,Total_animals,Fold_error,Within_2fold,Dose_mg_kg,Endpoint,Study_value,Reference_value
Golimumab,0.3,931,5 dose groups,2,10,0.7706250930464653,TRUE,10,Cmax,199.93019700050354,259.43899154663086
Golimumab,0.3,931,5 dose groups,2,10,1.1730943341787707,TRUE,10,Terminal clearance,0.0692568080665193,0.05903771423037585
Golimumab,0.3,931,5 dose groups,2,10,1.1845135655215002,TRUE,30,AUC0-28d,76026.12566932746,64183.414932741434
Golimumab,0.3,931,5 dose groups,2,10,0.9489311363695492,TRUE,30,Cmax,738.3113622665405,778.0452489852905
Golimumab,0.3,931,5 dose groups,2,10,0.7845997593050086,TRUE,30,Terminal clearance,0.04821473674270151,0.06145137845238405
Golimumab,0.3,932,5 dose groups,2,10,0.9143304048152812,TRUE,0.1,AUC0-28d,207.3640854402903,226.79338272928078
Golimumab,0.3,932,5 dose groups,2,10,0.9635885972788898,TRUE,0.1,Cmax,2.5002443231642246,2.594721782952547
Golimumab,0.3,932,5 dose groups,2,10,1.0698700360692859,TRUE,0.1,Terminal clearance,0.06210813226403249,0.0580520345183406
Golimumab,0.3,932,5 dose groups,2,10,0.42237620036955076,FALSE,1,AUC0-28d,958.1751848514098,2268.5349790378127
Golimumab,0.3,932,5 dose groups,2,10,0.6633834425578206,TRUE,1,Cmax,17.21283495426178,25.94703733921051
Golimumab,0.3,932,5 dose groups,2,10,1.6370493692126897,TRUE,1,Terminal clearance,0.09490597445882334,0.05797380106164221
Golimumab,0.3,932,5 dose groups,2,10,1.1963382743843451,TRUE,3,AUC0-28d,8109.517275812299,6778.6155884593645
Golimumab,0.3,932,5 dose groups,2,10,0.8650184380838176,TRUE,3,Cmax,67.33232662081718,77.83918082714081
Golimumab,0.3,932,5 dose groups,2,10,0.7009401954556088,TRUE,3,Terminal clearance,0.040793355997765415,0.058198054929992804
Golimumab,0.3,932,5 dose groups,2,10,1.0153133582746374,TRUE,10,AUC0-28d,22613.3035268929,22272.240725090618
Golimumab,0.3,932,5 dose groups,2,10,0.8562277377716268,TRUE,10,Cmax,222.13886082172394,259.43899154663086
Golimumab,0.3,932,5 dose groups,2,10,0.8342888852752447,TRUE,10,Terminal clearance,0.049254508794458716,0.05903771423037585
Golimumab,0.3,932,5 dose groups,2,10,1.0360343616828755,TRUE,30,AUC0-28d,66496.22332046992,64183.414932741434
Golimumab,0.3,932,5 dose groups,2,10,1.0162243753620313,TRUE,30,Cmax,790.6685471534729,778.0452489852905
Golimumab,0.3,932,5 dose groups,2,10,0.9835417216403918,TRUE,30,Terminal clearance,0.06043999456023308,0.06145137845238405
Golimumab,0.3,933,5 dose groups,2,10,0.7837809361167875,TRUE,0.1,AUC0-28d,177.75632982064855,226.79338272928078
Golimumab,0.3,933,5 dose groups,2,10,0.8593432061240002,TRUE,0.1,Cmax,2.229756535962224,2.594721782952547
Golimumab,0.3,933,5 dose groups,2,10,1.1081598446034984,TRUE,0.1,Terminal clearance,0.06433093355076125,0.0580520345183406
Golimumab,0.3,933,5 dose groups,2,10,0.880682684303993,TRUE,1,AUC0-28d,1997.8594747765233,2268.5349790378127
Golimumab,0.3,933,5 dose groups,2,10,0.8302560716674356,TRUE,1,Cmax,21.54268529266119,25.94703733921051
Golimumab,0.3,933,5 dose groups,2,10,0.9341653793476877,TRUE,1,Terminal clearance,0.05415711786097638,0.05797380106164221
Golimumab,0.3,933,5 dose groups,2,10,0.9210858782624263,TRUE,3,AUC0-28d,6243.687092699467,6778.6155884593645
Golimumab,0.3,933,5 dose groups,2,10,1.012367787653921,TRUE,3,Cmax,78.80187928676605,77.83918082714081
Golimumab,0.3,933,5 dose groups,2,10,1.2111916072766153,TRUE,3,Terminal clearance,0.07048899569103073,0.058198054929992804
Golimumab,0.3,933,5 dose groups,2,10,0.5737466191413383,TRUE,10,AUC0-28d,12778.622816722771,22272.240725090618
Golimumab,0.3,933,5 dose groups,2,10,0.6972144989826919,TRUE,10,Cmax,180.8846265077591,259.43899154663086
Golimumab,0.3,933,5 dose groups,2,10,1.2509481908637248,TRUE,10,Terminal clearance,0.07385312180921824,0.05903771423037585
Golimumab,0.3,933,5 dose groups,2,10,1.055127649787624,TRUE,30,AUC0-28d,67721.69575332737,64183.414932741434
Golimumab,0.3,933,5 dose groups,2,10,0.8890878454872699,TRUE,30,Cmax,691.7505741119385,778.0452489852905
Golimumab,0.3,933,5 dose groups,2,10,0.8314982958872932,TRUE,30,Terminal clearance,0.05109671646308246,0.06145137845238405
Golimumab,0.3,934,5 dose groups,2,10,0.9272773967951768,TRUE,0.1,AUC0-28d,210.3003775475797,226.79338272928078
Golimumab,0.3,934,5 dose groups,2,10,1.0395342521716948,TRUE,0.1,Cmax,2.6973021682351828,2.594721782952547
Golimumab,0.3,934,5 dose groups,2,10,1.1364166325331042,TRUE,0.1,Terminal clearance,0.06597129757902816,0.0580520345183406
Golimumab,0.3,934,5 dose groups,2,10,1.0117147111139377,TRUE,1,AUC0-28d,2295.1102109691037,2268.5349790378127
Golimumab,0.3,934,5 dose groups,2,10,0.799139346761875,TRUE,1,Cmax,20.735298469662666,25.94703733921051
Golimumab,0.3,934,5 dose groups,2,10,0.7728159023787493,TRUE,1,Terminal clearance,0.04480307538177912,0.05797380106164221
Golimumab,0.3,934,5 dose groups,2,10,0.6511926496274354,TRUE,3,AUC0-28d,4414.184645854691,6778.6155884593645
Golimumab,0.3,934,5 dose groups,2,10,0.8936773826363272,TRUE,3,Cmax,69.56311538815498,77.83918082714081
Golimumab,0.3,934,5 dose groups,2,10,1.3894636915907803,TRUE,3,Terminal clearance,0.08086408424643081,0.058198054929992804
Golimumab,0.3,934,5 dose groups,2,10,1.0165813731678794,TRUE,10,AUC0-28d,22641.545059838187,22272.240725090618
Golimumab,0.3,934,5 dose groups,2,10,0.988446523784055,TRUE,10,Cmax,256.4415693283081,259.43899154663086
Golimumab,0.3,934,5 dose groups,2,10,0.975219076890635,TRUE,10,Terminal clearance,0.05757470517348024,0.05903771423037585
Golimumab,0.3,934,5 dose groups,2,10,0.722291513262471,TRUE,30,AUC0-28d,46359.13589812289,64183.414932741434
Golimumab,0.3,934,5 dose groups,2,10,0.7114864540004694,TRUE,30,Cmax,553.5686552524567,778.0452489852905
Golimumab,0.3,934,5 dose groups,2,10,1.0760794256922293,TRUE,30,Terminal clearance,0.06612656403303725,0.06145137845238405
Golimumab,0.3,935,5 dose groups,2,10,1.081556590692633,TRUE,0.1,AUC0-28d,245.2898778163304,226.79338272928078
Golimumab,0.3,935,5 dose groups,2,10,1.0151924421045582,TRUE,0.1,Cmax,2.6341419434174895,2.594721782952547
Golimumab,0.3,935,5 dose groups,2,10,0.9843338114103248,TRUE,0.1,Terminal clearance,0.05714258039756195,0.0580520345183406
Golimumab,0.3,935,5 dose groups,2,10,0.8757246698510566,TRUE,1,AUC0-28d,1986.612045563462,2268.5349790378127
Golimumab,0.3,935,5 dose groups,2,10,1.0314454708563754,TRUE,1,Cmax,26.762954145669937,25.94703733921051
Golimumab,0.3,935,5 dose groups,2,10,1.1858331863044873,TRUE,1,Terminal clearance,0.06874725723510965,0.05797380106164221
Golimumab,0.3,935,5 dose groups,2,10,0.6714168297751538,TRUE,3,AUC0-28d,4551.276588667825,6778.6155884593645
Golimumab,0.3,935,5 dose groups,2,10,0.7649044096912935,TRUE,3,Cmax,59.53953266143799,77.83918082714081
Golimumab,0.3,935,5 dose groups,2,10,1.1463293974325572,TRUE,3,Terminal clearance,0.06671414123964552,0.058198054929992804
Golimumab,0.3,935,5 dose groups,2,10,1.074191844962357,TRUE,10,AUC0-28d,23924.65935593084,22272.240725090618
Golimumab,0.3,935,5 dose groups,2,10,1.1009154049106478,TRUE,10,Cmax,285.62038242816925,259.43899154663086
Golimumab,0.3,935,5 dose groups,2,10,1.0511209042981327,TRUE,10,Terminal clearance,0.06205577556952739,0.05903771423037585
Golimumab,0.3,935,5 dose groups,2,10,1.0325469464580268,TRUE,30,AUC0-28d,66272.38910205069,64183.414932741434
Golimumab,0.3,935,5 dose groups,2,10,1.1026269778589743,TRUE,30,Cmax,857.8936815261841,778.0452489852905
Golimumab,0.3,935,5 dose groups,2,10,1.1126859132246225,TRUE,30,Terminal clearance,0.06837608315220284,0.06145137845238405
Golimumab,0.3,936,5 dose groups,2,10,0.7081784851482954,TRUE,0.1,AUC0-28d,160.61019422287964,226.79338272928078
Golimumab,0.3,936,5 dose groups,2,10,0.9111261478704722,TRUE,0.1,Cmax,2.3641188628971577,2.594721782952547
Golimumab,0.3,936,5 dose groups,2,10,1.301960732686927,TRUE,0.1,Terminal clearance,0.0755814693954655,0.0580520345183406
Golimumab,0.3,936,5 dose groups,2,10,1.0396461415589298,TRUE,1,AUC0-28d,2358.4736379481296,2268.5349790378127
Golimumab,0.3,936,5 dose groups,2,10,1.135796822468486,TRUE,1,Cmax,29.47056256234646,25.94703733921051
Golimumab,0.3,936,5 dose groups,2,10,1.0998206240851671,TRUE,1,Terminal clearance,0.06376078206420466,0.05797380106164221
Golimumab,0.3,936,5 dose groups,2,10,1.0663198072202769,TRUE,3,AUC0-28d,7228.172067506353,6778.6155884593645
Golimumab,0.3,936,5 dose groups,2,10,0.9500483565381543,TRUE,3,Cmax,73.95098581910133,77.83918082714081
Golimumab,0.3,936,5 dose groups,2,10,0.8827750616455262,TRUE,3,Terminal clearance,0.051375791528474116,0.058198054929992804
Golimumab,0.3,936,5 dose groups,2,10,1.1020194767677958,TRUE,10,AUC0-28d,24544.443070310757,22272.240725090618
Golimumab,0.3,936,5 dose groups,2,10,1.0368660778778238,TRUE,10,Cmax,269.003489613533,259.43899154663086
Golimumab,0.3,936,5 dose groups,2,10,0.9662576904024166,TRUE,10,Terminal clearance,0.05704564539888085,0.05903771423037585
Golimumab,0.3,936,5 dose groups,2,10,0.9722330362581467,TRUE,30,AUC0-28d,62401.23637747568,64183.414932741434
Golimumab,0.3,936,5 dose groups,2,10,0.8974551614513184,TRUE,30,Cmax,698.2607245445251,778.0452489852905
Golimumab,0.3,936,5 dose groups,2,10,0.9534103070429005,TRUE,30,Terminal clearance,0.05858837759849696,0.06145137845238405
Golimumab,0.3,937,5 dose groups,2,10,1.1744277451549407,TRUE,0.1,AUC0-28d,266.35244109481073,226.79338272928078
Golimumab,0.3,937,5 dose groups,2,10,0.9774825665178293,TRUE,0.1,Cmax,2.5362953078001738,2.594721782952547
Golimumab,0.3,937,5 dose groups,2,10,1.0365764454650592,TRUE,0.1,Terminal clearance,0.06017537159303642,0.0580520345183406
Golimumab,0.3,937,5 dose groups,2,10,0.9261709990369322,TRUE,1,AUC0-28d,2101.051307885677,2268.5349790378127
Golimumab,0.3,937,5 dose groups,2,10,0.7464770235761564,TRUE,1,Cmax,19.368867203593254,25.94703733921051
Golimumab,0.3,937,5 dose groups,2,10,0.8038727863615732,TRUE,1,Terminal clearance,0.04660356099539385,0.05797380106164221
Golimumab,0.3,937,5 dose groups,2,10,1.259579543215769,TRUE,3,AUC0-28d,8538.205526546937,6778.6155884593645
Golimumab,0.3,937,5 dose groups,2,10,0.9455767263772281,TRUE,3,Cmax,73.6029177904129,77.83918082714081
Golimumab,0.3,937,5 dose groups,2,10,0.7244479318002279,TRUE,3,Terminal clearance,0.042161460528829346,0.058198054929992804
Golimumab,0.3,937,5 dose groups,2,10,0.9239964128210731,TRUE,10,AUC0-28d,20579.470535471148,22272.240725090618
Golimumab,0.3,937,5 dose groups,2,10,0.9737719589658196,TRUE,10,Cmax,252.63441503047943,259.43899154663086
Golimumab,0.3,937,5 dose groups,2,10,1.1678717757253658,TRUE,10,Terminal clearance,0.06894848015299575,0.05903771423037585
Golimumab,0.3,937,5 dose groups,2,10,1.1104384495294672,TRUE,30,AUC0-28d,71271.73176341986,64183.414932741434
Golimumab,0.3,937,5 dose groups,2,10,0.9329802752581596,TRUE,30,Cmax,725.9008705615997,778.0452489852905
Golimumab,0.3,937,5 dose groups,2,10,0.812925927648754,TRUE,30,Terminal clearance,0.04995541883369896,0.06145137845238405
Golimumab,0.3,938,5 dose groups,2,10,1.0318573242880706,TRUE,0.1,AUC0-28d,234.018413069276,226.79338272928078
Golimumab,0.3,938,5 dose groups,2,10,0.8054225691301193,TRUE,0.1,Cmax,2.089847484603524,2.594721782952547
Golimumab,0.3,938,5 dose groups,2,10,0.7518369267437481,TRUE,0.1,Terminal clearance,0.04364566322349118,0.0580520345183406
Golimumab,0.3,938,5 dose groups,2,10,1.1117492634137718,TRUE,1,AUC0-28d,2522.0420919736644,2268.5349790378127
Golimumab,0.3,938,5 dose groups,2,10,0.8307728047394204,TRUE,1,Cmax,21.556092984974384,25.94703733921051
Golimumab,0.3,938,5 dose groups,2,10,0.7475329938979034,TRUE,1,Terminal clearance,0.043337329075250855,0.05797380106164221
Golimumab,0.3,938,5 dose groups,2,10,1.1926717469378432,TRUE,3,AUC0-28d,8084.663295707926,6778.6155884593645
Golimumab,0.3,938,5 dose groups,2,10,0.9703958918766185,TRUE,3,Cmax,75.53482130169868,77.83918082714081
Golimumab,0.3,938,5 dose groups,2,10,0.7931434419528457,TRUE,3,Terminal clearance,0.04615940560213527,0.058198054929992804
Golimumab,0.3,938,5 dose groups,2,10,0.9362920237747546,TRUE,10,AUC0-28d,20853.321342493604,22272.240725090618
Golimumab,0.3,938,5 dose groups,2,10,0.9601119107746429,TRUE,10,Cmax,249.09046590328217,259.43899154663086
Golimumab,0.3,938,5 dose groups,2,10,1.0403662173801536,TRUE,10,Terminal clearance,0.061420843436626585,0.05903771423037585
Golimumab,0.3,938,5 dose groups,2,10,0.6589888028178367,TRUE,30,AUC0-28d,42296.15176728774,64183.414932741434
Golimumab,0.3,938,5 dose groups,2,10,0.7471132192257283,TRUE,30,Cmax,581.2878906726837,778.0452489852905
Golimumab,0.3,938,5 dose groups,2,10,1.141666999091029,TRUE,30,Terminal clearance,0.07015701082774042,0.06145137845238405
Golimumab,0.3,939,5 dose groups,2,10,1.111656966827015,TRUE,0.1,AUC0-28d,252.11644394127063,226.79338272928078
Golimumab,0.3,939,5 dose groups,2,10,0.9560589083233739,TRUE,0.1,Cmax,2.4807068752124906,2.594721782952547
Golimumab,0.3,939,5 dose groups,2,10,1.0781232354160424,TRUE,0.1,Terminal clearance,0.06258724727739715,0.0580520345183406
Golimumab,0.3,939,5 dose groups,2,10,1.1813601056066723,TRUE,1,AUC0-28d,2679.9567224085404,2268.5349790378127
Golimumab,0.3,939,5 dose groups,2,10,1.0846653592347957,TRUE,1,Cmax,28.143852576613426,25.94703733921051
Golimumab,0.3,939,5 dose groups,2,10,0.9823923214571668,TRUE,1,Terminal clearance,0.05695301700864265,0.05797380106164221
Golimumab,0.3,939,5 dose groups,2,10,0.5557219216388326,TRUE,3,AUC0-28d,3767.025280869584,6778.6155884593645
Golimumab,0.3,939,5 dose groups,2,10,0.6428996866013911,TRUE,3,Cmax,50.042784959077835,77.83918082714081
Golimumab,0.3,939,5 dose groups,2,10,1.162719546912541,TRUE,3,Terminal clearance,0.0676680160593924,0.058198054929992804
Golimumab,0.3,939,5 dose groups,2,10,0.9418592130538461,TRUE,10,AUC0-28d,20977.315122279673,22272.240725090618
Golimumab,0.3,939,5 dose groups,2,10,0.7644409148052779,TRUE,10,Cmax,198.32578003406525,259.43899154663086
Golimumab,0.3,939,5 dose groups,2,10,0.7965503226181145,TRUE,10,Terminal clearance,0.047026510316841935,0.05903771423037585
Golimumab,0.3,939,5 dose groups,2,10,1.286978896026275,TRUE,30,AUC0-28d,82602.7004933359,64183.414932741434
Golimumab,0.3,939,5 dose groups,2,10,1.1497412037164292,TRUE,30,Cmax,894.5506811141968,778.0452489852905
Golimumab,0.3,939,5 dose groups,2,10,0.9257036751790144,TRUE,30,Terminal clearance,0.05688576687818841,0.06145137845238405
Golimumab,0.3,940,5 dose groups,2,10,1.104654900508078,TRUE,0.1,AUC0-28d,250.52842163470407,226.79338272928078
Golimumab,0.3,940,5 dose groups,2,10,1.0174140461302843,TRUE,0.1,Cmax,2.6399063877761364,2.594721782952547
Golimumab,0.3,940,5 dose groups,2,10,0.915388745915317,TRUE,0.1,Terminal clearance,0.0531401790755765,0.0580520345183406
Golimumab,0.3,940,5 dose groups,2,10,1.0855143835108212,TRUE,1,AUC0-28d,2462.527349242965,2268.5349790378127
Golimumab,0.3,940,5 dose groups,2,10,0.9939968168174583,TRUE,1,Cmax,25.791272521018982,25.94703733921051
Golimumab,0.3,940,5 dose groups,2,10,0.9069601937657668,TRUE,1,Terminal clearance,0.05257992984420504,0.05797380106164221
Golimumab,0.3,940,5 dose groups,2,10,1.1612151905346484,TRUE,3,AUC0-28d,7871.431392113979,6778.6155884593645
Golimumab,0.3,940,5 dose groups,2,10,1.1431518355096646,TRUE,3,Cmax,88.98200243711472,77.83918082714081
Golimumab,0.3,940,5 dose groups,2,10,0.9977244819133373,TRUE,3,Terminal clearance,0.058065624203391016,0.058198054929992804
Golimumab,0.3,940,5 dose groups,2,10,0.8525824837474538,TRUE,10,AUC0-28d,18988.92231601895,22272.240725090618
Golimumab,0.3,940,5 dose groups,2,10,0.907294429342582,TRUE,10,Cmax,235.38755178451538,259.43899154663086
Golimumab,0.3,940,5 dose groups,2,10,1.0688940852332682,TRUE,10,Terminal clearance,0.06310506354654069,0.05903771423037585
Golimumab,0.3,940,5 dose groups,2,10,0.5313646180106254,TRUE,30,AUC0-28d,34104.79575835362,64183.414932741434
Golimumab,0.3,940,5 dose groups,2,10,0.5731046066869213,TRUE,30,Cmax,445.90131640434265,778.0452489852905
Golimumab,0.3,940,5 dose groups,2,10,1.0852882787244489,TRUE,30,Terminal clearance,0.06669246074583257,0.06145137845238405
Golimumab,0.3,941,5 dose groups,2,10,0.8708143896081103,TRUE,0.1,AUC0-28d,197.4949411485572,226.79338272928078
Golimumab,0.3,941,5 dose groups,2,10,1.1398569012103215,TRUE,0.1,Cmax,2.957611531019211,2.594721782952547
Golimumab,0.3,941,5 dose groups,2,10,1.3354316948933005,TRUE,0.1,Terminal clearance,0.07752452684883197,0.0580520345183406
Golimumab,0.3,941,5 dose groups,2,10,1.0670214237541304,TRUE,1,AUC0-28d,2420.5754231689734,2268.5349790378127
Golimumab,0.3,941,5 dose groups,2,10,0.8434822545670814,TRUE,1,Cmax,21.885865554213524,25.94703733921051
Golimumab,0.3,941,5 dose groups,2,10,0.7745945534812363,TRUE,1,Terminal clearance,0.04490619054695277,0.05797380106164221
Golimumab,0.3,941,5 dose groups,2,10,1.040434341747469,TRUE,3,AUC0-28d,7052.704447737851,6778.6155884593645
Golimumab,0.3,941,5 dose groups,2,10,1.0090881576446116,TRUE,3,Cmax,78.5465955734253,77.83918082714081
Golimumab,0.3,941,5 dose groups,2,10,0.9642595007443899,TRUE,3,Terminal clearance,0.05611802739108944,0.058198054929992804
Golimumab,0.3,941,5 dose groups,2,10,0.5889867059495154,TRUE,10,AUC0-28d,13118.05369878577,22272.240725090618
Golimumab,0.3,941,5 dose groups,2,10,0.5992973268784358,TRUE,10,Cmax,155.48109412193298,259.43899154663086
Golimumab,0.3,941,5 dose groups,2,10,1.070401344945127,TRUE,10,Terminal clearance,0.06319404871468037,0.05903771423037585
Golimumab,0.3,941,5 dose groups,2,10,1.0186362064050531,TRUE,30,AUC0-28d,65379.55030120917,64183.414932741434
Golimumab,0.3,941,5 dose groups,2,10,1.1094752451791763,TRUE,30,Cmax,863.2219433784485,778.0452489852905
Golimumab,0.3,941,5 dose groups,2,10,1.1966649913424912,TRUE,30,Terminal clearance,0.07353671326370631,0.06145137845238405
Golimumab,0.3,942,5 dose groups,2,10,0.5715253031750318,TRUE,0.1,AUC0-28d,129.6181568224432,226.79338272928078
Golimumab,0.3,942,5 dose groups,2,10,0.730495179700461,TRUE,0.1,Cmax,1.8954317551106215,2.594721782952547
Golimumab,0.3,942,5 dose groups,2,10,1.302804942807857,TRUE,0.1,Terminal clearance,0.07563047751054647,0.0580520345183406
Golimumab,0.3,942,5 dose groups,2,10,0.8512428190309524,TRUE,1,AUC0-28d,1931.0741106264704,2268.5349790378127
Golimumab,0.3,942,5 dose groups,2,10,0.7115404494703368,TRUE,1,Cmax,18.462366610765457,25.94703733921051
Golimumab,0.3,942,5 dose groups,2,10,0.8223512756464023,TRUE,1,Terminal clearance,0.04767482925711222,0.05797380106164221
Golimumab,0.3,942,5 dose groups,2,10,0.9427154367903408,TRUE,3,AUC0-28d,6390.305555308282,6778.6155884593645
Golimumab,0.3,942,5 dose groups,2,10,0.8450831967921582,TRUE,3,Cmax,65.78058376908302,77.83918082714081
Golimumab,0.3,942,5 dose groups,2,10,0.9182548755591937,TRUE,3,Terminal clearance,0.05344064768752766,0.058198054929992804
Golimumab,0.3,942,5 dose groups,2,10,0.9037793318943407,TRUE,10,AUC0-28d,20129.190842312324,22272.240725090618
Golimumab,0.3,942,5 dose groups,2,10,0.9672059456002118,TRUE,10,Cmax,250.93093514442444,259.43899154663086
Golimumab,0.3,942,5 dose groups,2,10,1.0769555943798725,TRUE,10,Terminal clearance,0.06358099661980349,0.05903771423037585
Golimumab,0.3,942,5 dose groups,2,10,0.7585058491056014,TRUE,30,AUC0-28d,48683.49564205618,64183.414932741434
Golimumab,0.3,942,5 dose groups,2,10,0.7532347122288104,TRUE,30,Cmax,586.0506892204285,778.0452489852905
Golimumab,0.3,942,5 dose groups,2,10,1.0350097176020179,TRUE,30,Terminal clearance,0.06360277385825674,0.06145137845238405
Golimumab,0.3,943,5 dose groups,2,10,1.0699112553855468,TRUE,0.1,AUC0-28d,242.64879282901956,226.79338272928078
Golimumab,0.3,943,5 dose groups,2,10,0.8319033935111191,TRUE,0.1,Cmax,2.1585578564554453,2.594721782952547
Golimumab,0.3,943,5 dose groups,2,10,0.8464885544229322,TRUE,0.1,Terminal clearance,0.0491403827807403,0.0580520345183406
Golimumab,0.3,943,5 dose groups,2,10,0.5907676128254333,TRUE,1,AUC0-28d,1340.1769941771631,2268.5349790378127
Golimumab,0.3,943,5 dose groups,2,10,0.6901013678932728,TRUE,1,Cmax,17.906085960566998,25.94703733921051
Golimumab,0.3,943,5 dose groups,2,10,1.1722782951687662,TRUE,1,Terminal clearance,0.06796142867299514,0.05797380106164221
Golimumab,0.3,943,5 dose groups,2,10,1.173695833087427,TRUE,3,AUC0-28d,7956.032870276233,6778.6155884593645
Golimumab,0.3,943,5 dose groups,2,10,1.2008211996901046,TRUE,3,Cmax,93.47093850374222,77.83918082714081
Golimumab,0.3,943,5 dose groups,2,10,1.036147969984044,TRUE,3,Terminal clearance,0.06030179647273193,0.058198054929992804
Golimumab,0.3,943,5 dose groups,2,10,1.1697393920652588,TRUE,10,AUC0-28d,26052.7173256986,22272.240725090618
Golimumab,0.3,943,5 dose groups,2,10,0.9703634257089452,TRUE,10,Cmax,251.75010859966278,259.43899154663086
Golimumab,0.3,943,5 dose groups,2,10,0.8813419941366667,TRUE,10,Terminal clearance,0.05203241678907011,0.05903771423037585
Golimumab,0.3,943,5 dose groups,2,10,0.9617534379516655,TRUE,30,AUC0-28d,61728.61997104234,64183.414932741434
Golimumab,0.3,943,5 dose groups,2,10,0.8979745190713505,TRUE,30,Cmax,698.6648082733154,778.0452489852905
Golimumab,0.3,943,5 dose groups,2,10,0.9655715642287235,TRUE,30,Terminal clearance,0.05933570361627974,0.06145137845238405
Golimumab,0.3,944,5 dose groups,2,10,0.7549085521726058,TRUE,0.1,AUC0-28d,171.20826419848902,226.79338272928078
Golimumab,0.3,944,5 dose groups,2,10,0.8600264556275198,TRUE,0.1,Cmax,2.2315293783321977,2.594721782952547
Golimumab,0.3,944,5 dose groups,2,10,1.1544457253029918,TRUE,0.1,Terminal clearance,0.06701792309484003,0.0580520345183406
Golimumab,0.3,944,5 dose groups,2,10,0.7218852182061721,TRUE,1,AUC0-28d,1637.6218683510456,2268.5349790378127
Golimumab,0.3,944,5 dose groups,2,10,0.8966285546773108,TRUE,1,Cmax,23.264854587614536,25.94703733921051
Golimumab,0.3,944,5 dose groups,2,10,1.2828712020663935,TRUE,1,Terminal clearance,0.0743729198563069,0.05797380106164221
Golimumab,0.3,944,5 dose groups,2,10,0.7795649761562459,TRUE,3,AUC0-28d,5284.371299589681,6778.6155884593645
Golimumab,0.3,944,5 dose groups,2,10,0.9366979605831041,TRUE,3,Cmax,72.91180193424225,77.83918082714081
Golimumab,0.3,944,5 dose groups,2,10,1.2161640460290246,TRUE,3,Terminal clearance,0.07077838195467948,0.058198054929992804
Golimumab,0.3,944,5 dose groups,2,10,0.7688212991398025,TRUE,10,AUC0-28d,17123.373049018584,22272.240725090618
Golimumab,0.3,944,5 dose groups,2,10,0.8032243012555069,TRUE,10,Cmax,208.38770270347595,259.43899154663086
Golimumab,0.3,944,5 dose groups,2,10,1.1804855592461199,TRUE,10,Terminal clearance,0.06969316909985784,0.05903771423037585
Golimumab,0.3,944,5 dose groups,2,10,0.903143280127226,TRUE,30,AUC0-28d,57966.819892122876,64183.414932741434
Golimumab,0.3,944,5 dose groups,2,10,0.8353597044492479,TRUE,30,Cmax,649.9476492404938,778.0452489852905
Golimumab,0.3,944,5 dose groups,2,10,0.9501486617345457,TRUE,30,Terminal clearance,0.0583879449982758,0.06145137845238405
Golimumab,0.3,945,5 dose groups,2,10,0.7157099846188086,TRUE,0.1,AUC0-28d,162.31828846482114,226.79338272928078
Golimumab,0.3,945,5 dose groups,2,10,0.814496454187853,TRUE,0.1,Cmax,2.1133916918188334,2.594721782952547
Golimumab,0.3,945,5 dose groups,2,10,1.1451720197264168,TRUE,0.1,Terminal clearance,0.06647956561859578,0.0580520345183406
Golimumab,0.3,945,5 dose groups,2,10,1.0606290498917386,TRUE,1,AUC0-28d,2406.0740994630505,2268.5349790378127
Golimumab,0.3,945,5 dose groups,2,10,0.9343548283724317,TRUE,1,Cmax,24.243739619851112,25.94703733921051
Golimumab,0.3,945,5 dose groups,2,10,0.910702507082164,TRUE,1,Terminal clearance,0.052796885971920185,0.05797380106164221
Golimumab,0.3,945,5 dose groups,2,10,0.7065264265932809,TRUE,3,AUC0-28d,4789.271048963705,6778.6155884593645
Golimumab,0.3,945,5 dose groups,2,10,0.7597061967008436,TRUE,3,Cmax,59.13490802049637,77.83918082714081
Golimumab,0.3,945,5 dose groups,2,10,1.0802197064140064,TRUE,3,Terminal clearance,0.06286668581034305,0.058198054929992804
Golimumab,0.3,945,5 dose groups,2,10,1.0053159049920997,TRUE,10,AUC0-28d,22390.637840746374,22272.240725090618
Golimumab,0.3,945,5 dose groups,2,10,0.8643458695640187,TRUE,10,Cmax,224.24502074718475,259.43899154663086
Golimumab,0.3,945,5 dose groups,2,10,0.9305314894610144,TRUE,10,Terminal clearance,0.05493645215716536,0.05903771423037585
Golimumab,0.3,945,5 dose groups,2,10,1.424262334443733,TRUE,30,AUC0-28d,91414.02038467707,64183.414932741434
Golimumab,0.3,945,5 dose groups,2,10,1.040834774410153,TRUE,30,Cmax,809.8165512084961,778.0452489852905
Golimumab,0.3,945,5 dose groups,2,10,0.705049993092332,TRUE,30,Terminal clearance,0.04332629395336765,0.06145137845238405
Golimumab,0.3,946,5 dose groups,2,10,0.9498915441921528,TRUE,0.1,AUC0-28d,215.42911653327843,226.79338272928078
Golimumab,0.3,946,5 dose groups,2,10,0.8376611993425989,TRUE,0.1,Cmax,2.173497760668397,2.594721782952547
Golimumab,0.3,946,5 dose groups,2,10,0.9183949376815334,TRUE,0.1,Terminal clearance,0.05331469462375764,0.0580520345183406
Golimumab,0.3,946,5 dose groups,2,10,0.8429087627637355,TRUE,1,AUC0-28d,1912.1680124670193,2268.5349790378127
Golimumab,0.3,946,5 dose groups,2,10,0.8469485053548655,TRUE,1,Cmax,21.97580449283123,25.94703733921051
