"Study.Id","Subject.Id","Organ","Compartment","Species","Gender","Dose","Molecule","Molecular.Weight","Time","Time.unit","Measurement","Measurement.unit","Error","LLOQ","Route","Group.Id","Population","Weight..kg.","Height..cm.","Age..year.s.."
"FDA BLA 125514 Fig 27",34,"Venous Blood","Plasma","NHP",".",30,"Pembrolizumab",146000,94.32,"hr",448,"ug/mL",".",".","IV",".",".",5,"45","."
"FDA BLA 125514 Fig 27",34,"Venous Blood","Plasma","NHP",".",30,"Pembrolizumab",146000,154.8,"hr",314.37,"ug/mL",".",".","IV",".",".",5,"45","."
"FDA BLA 125514 Fig 27",34,"Venous Blood","Plasma","NHP",".",30,"Pembrolizumab",146000,158.16,"hr",279.35,"ug/mL",".",".","IV",".",".",5,"45","."
"Nellan 2018 Fig 1A",60,"Venous Blood","Plasma","NHP",".",10,"Tocilizumab",148000,1,"hr",295.77,"ug/mL",".",".","IV",".",".",5,"45","."
"Nellan 2018 Fig 1A",60,"Venous Blood","Plasma","NHP",".",10,"Tocilizumab",148000,2,"hr",320.2,"ug/mL",".",".","IV",".",".",5,"45","."
"Nellan 2018 Fig 1A",60,"Venous Blood","Plasma","NHP",".",10,"Tocilizumab",148000,3,"hr",245.99,"ug/mL",".",".","IV",".",".",5,"45","."
"Nellan 2018 Fig 1A",60,"Venous Blood","Plasma","NHP",".",10,"Tocilizumab",148000,4,"hr",218.05,"ug/mL",".",".","IV",".",".",5,"45","."
"Nellan 2018 Fig 1A",60,"Venous Blood","Plasma","NHP",".",10,"Tocilizumab",148000,6,"hr",200.3,"ug/mL",".",".","IV",".",".",5,"45","."
"Nellan 2018 Fig 1A",60,"Venous Blood","Plasma","NHP",".",10,"Tocilizumab",148000,8,"hr",190.04,"ug/mL",".",".","IV",".",".",5,"45","."
"Nellan 2018 Fig 1A",60,"Venous Blood","Plasma","NHP",".",10,"Tocilizumab",148000,24,"hr",138.96,"ug/mL",".",".","IV",".",".",5,"45","."
"Nellan 2018 Fig 1A",60,"Venous Blood","Plasma","NHP",".",10,"Tocilizumab",148000,48,"hr",129.39,"ug/mL",".",".","IV",".",".",5,"45","."
"Nellan 2018 Fig 1A",60,"Venous Blood","Plasma","NHP",".",10,"Tocilizumab",148000,72,"hr",94.63,"ug/mL",".",".","IV",".",".",5,"45","."
"Nellan 2018 Fig 1A",60,"Venous Blood","Plasma","NHP",".",10,"Tocilizumab",148000,120,"hr",60.56,"ug/mL",".",".","IV",".",".",5,"45","."
"Nellan 2018 Fig 1A",61,"Venous Blood","Plasma","NHP",".",10,"Tocilizumab",148000,1,"hr",86.24,"ug/mL",".",".","IV",".",".",5,"45","."
"Nellan 2018 Fig 1A",61,"Venous Blood","Plasma","NHP",".",10,"Tocilizumab",148000,2,"hr",101.83,"ug/mL",".",".","IV",".",".",5,"45","."
"Nellan 2018 Fig 1A",61,"Venous Blood","Plasma","NHP",".",10,"Tocilizumab",148000,3,"hr",106.54,"ug/mL",".",".","IV",".",".",5,"45","."
"Nellan 2018 Fig 1A",61,"Venous Blood","Plasma","NHP",".",10,"Tocilizumab",148000,4,"hr",124.85,"ug/mL",".",".","IV",".",".",5,"45","."
"Nellan 2018 Fig 1A",61,"Venous Blood","Plasma","NHP",".",10,"Tocilizumab",148000,6,"hr",180.57,"ug/mL",".",".","IV",".",".",5,"45","."
"Nellan 2018 Fig 1A",61,"Venous Blood","Plasma","NHP",".",10,"Tocilizumab",148000,8,"hr",129.5,"ug/mL",".",".","IV",".",".",5,"45","."
"Nellan 2018 Fig 1A",61,"Venous Blood","Plasma","NHP",".",10,"Tocilizumab",148000,24,"hr",56.65,"ug/mL",".",".","IV",".",".",5,"45","."
"Nellan 2018 Fig 1A",61,"Venous Blood","Plasma","NHP",".",10,"Tocilizumab",148000,48,"hr",34.15,"ug/mL",".",".","IV",".",".",5,"45","."
"Nellan 2018 Fig 1A",61,"Venous Blood","Plasma","NHP",".",10,"Tocilizumab",148000,72,"hr",0.76,"ug/mL",".",".","IV",".",".",5,"45","."
"Nellan 2018 Fig 1A",61,"Venous Blood","Plasma","NHP",".",10,"Tocilizumab",148000,120,"hr",0.02,"ug/mL",".",".","IV",".",".",5,"45","."
